web-scraper-order,web-scraper-start-url,title_link,title_link-href,pagintion,pagintion-href,date,add,add-href,title_text
"1543755342-1341","https://timesofindia.indiatimes.com/topic/HIV/news","AIDS control trust to reach out to HIV+ blood donors
07 Jun 2018","https://timesofindia.indiatimes.com/city/mumbai/aids-control-trust-to-reach-out-to-hiv-blood-donors/articleshow/64500890.cms","12","https://timesofindia.indiatimes.com/topic/HIV/news/12","","","","Payout for tribal kids’ deaths in ashrams hiked"
"1543754603-908","https://timesofindia.indiatimes.com/topic/HIV/news","Condoms distributed on eve of Valentine's Day to fight HIV/AIDS
13 Feb 2018","https://timesofindia.indiatimes.com/city/mumbai/condoms-distributed-on-eve-of-valentines-day-to-fight-hiv/aids/articleshow/62904014.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754861-1084","https://timesofindia.indiatimes.com/topic/HIV/news","18 preliminary HIV+ cases identified at 'gram samvedana'
18 Feb 2018DAPCU programme officer Deepa Shipurkar said that as many as 12,000 screenings have been conducted in the last 11 days in the rural and remote areas of the district.","https://timesofindia.indiatimes.com/city/kolhapur/18-preliminary-hiv-cases-identified-at-gram-samvedana/articleshow/62969237.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","","","Fresh clues in Govind Pansare case: Police"
"1543754421-819","https://timesofindia.indiatimes.com/topic/HIV/news","20 found HIV+ as quack treats them with same needle
05 Feb 2018","https://timesofindia.indiatimes.com/city/kanpur/20-found-hiv-as-quack-treats-them-with-same-needle/articleshow/62789394.cms","16","https://timesofindia.indiatimes.com/topic/HIV/news/16","","","","Woman throws son from balcony, jumps to death"
"1543754813-1012","https://timesofindia.indiatimes.com/topic/HIV/news","NHRC notice to UP govt over spread of HIV among prisoners in jails
07 Mar 2018","https://timesofindia.indiatimes.com/city/lucknow/nhrc-notice-to-up-govt-over-spread-of-hiv-among-prisoners-in-jails/articleshow/63205052.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","","","Yogi govt to probe irregularities in mass marriage scheme"
"1543754157-654","https://timesofindia.indiatimes.com/topic/HIV/news","HIV stigma keeps off students from aganwadi
29 Nov 2017","https://timesofindia.indiatimes.com/city/thiruvananthapuram/hiv-stigma-keeps-off-students-from-aganwadi/articleshow/61843795.cms","17","https://timesofindia.indiatimes.com/topic/HIV/news/17","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754725-968","https://timesofindia.indiatimes.com/topic/HIV/news","HIV positive woman marries twice, kills first husband with the help of second
23 Feb 2018In a sensational incident from Bhadohi district of Uttar Pradesh, an HIV infected woman (name withheld to protect identity) has been arrested for conspiring with her second husband to kill her first husband.","https://timesofindia.indiatimes.com/india/hiv-positive-women-marries-twice-kills-first-husband-with-the-help-of-second/articleshow/63043159.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755507-1609","https://timesofindia.indiatimes.com/topic/HIV/news","Anti-Trafficking Bill receives mixed response from voluntary organisations, civil society & activists
27 Jul 2018","https://timesofindia.indiatimes.com/india/anti-trafficking-bill-receives-mixed-response-from-voluntary-organisations-civil-society-activists/articleshow/65158566.cms","10","https://timesofindia.indiatimes.com/topic/HIV/news/10","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543756604-1903","https://timesofindia.indiatimes.com/topic/HIV/news","'Each moment spent in jail has been worth it'
07 Sep 2018","https://timesofindia.indiatimes.com/india/each-moment-spent-in-jail-has-been-worth-it/articleshow/65713423.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","","","'Right to privacy order was the turning point for me'"
"1543755327-1320","https://timesofindia.indiatimes.com/topic/HIV/news","Experimental vaccine may protect against HIV
29 Oct 2017Researchers designed a vaccine candidate using an HIV protein fragment linked to a sugar group. When injected into rabbits, the vaccine candidate stimulated antibody responses against the sugar shield in four different HIV strains.","https://timesofindia.indiatimes.com/home/science/experimental-vaccine-may-protect-against-hiv/articleshow/61318704.cms","12","https://timesofindia.indiatimes.com/topic/HIV/news/12","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755556-1667","https://timesofindia.indiatimes.com/topic/HIV/news","HIV scare puts quacks under lens
08 Feb 2018The risk of HIV infection through used needles is a clear and present danger in rural Madhya Pradesh, as nearly 50% of quacks operating in villages have no formal training and zero awareness on the virus.","https://timesofindia.indiatimes.com/city/bhopal/hiv-scare-puts-quacks-under-lens/articleshow/62827066.cms","10","https://timesofindia.indiatimes.com/topic/HIV/news/10","","","","1 lakh to benefit from illegal colonies’ regularisation"
"1543755390-1406","https://timesofindia.indiatimes.com/topic/HIV/news","Thane tops the chart in HIV positive cases in district
30 Nov 2017Residents from Thane have been affected the most with the killer HIV virus. Out of 2,304 HIV positive patients in the district, around 33% were from Thane city, including Mira Road and Bhayander. This was stated in the 2016-17 report of Thane’s District AIDS Prevention and Control Unit (DAPCU). However, there has been a drop in the number of cases in the entire district.","https://timesofindia.indiatimes.com/city/thane/thane-tops-the-chart-in-hiv-positive-cases-in-district/articleshow/61869433.cms","12","https://timesofindia.indiatimes.com/topic/HIV/news/12","","","","TMC to spray city roads with water to help curb air pollution"
"1543755176-1231","https://timesofindia.indiatimes.com/topic/HIV/news","Man jabbed syringe with HIV+ mother's blood into his wife
20 Sep 2017","https://timesofindia.indiatimes.com/city/mumbai/man-jabbed-syringe-with-hiv-moms-blood-into-his-wife/articleshow/60754379.cms","13","https://timesofindia.indiatimes.com/topic/HIV/news/13","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754964-1124","https://timesofindia.indiatimes.com/topic/HIV/news","23 inmates in Gorakhpur jail found HIV positive
28 Feb 2018","https://timesofindia.indiatimes.com/city/lucknow/23-prisoners-found-hiv-positive-in-gorakhpur/articleshow/63103328.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754975-1167","https://timesofindia.indiatimes.com/topic/HIV/news","Most new HIV infections detected in 2016-17 were from Maharashtra
23 Aug 2017Among the infected were 1,567 newborns who probably didn’t get the preventive drugs on time, while 200 adults got the disease due to transfusion with infected blood.","https://timesofindia.indiatimes.com/city/mumbai/most-new-hiv-infections-detected-in-2016-17-were-from-maha/articleshow/60181815.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","","","Mumbai cops began drill for Maratha morcha in June"
"1543755511-1616","https://timesofindia.indiatimes.com/topic/HIV/news","Lok Sabha clears law to deal with human trafficking
26 Jul 2018Introducing the Trafficking of Persons (Prevention, Protection and Rehabilitation) Bill, 2018, in Lok Sabha, WCD minister Maneka Gandhi said the bill provided for attachment and confiscation of illicit assets born out of trafficking crimes.","https://timesofindia.indiatimes.com/india/lok-sabha-clears-law-to-deal-with-human-trafficking/articleshow/65156682.cms","10","https://timesofindia.indiatimes.com/topic/HIV/news/10","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755566-1673","https://timesofindia.indiatimes.com/topic/HIV/news","Can I get an STD even from 'receiving' oral sex?
08 Aug 2018Most people think that until they are getting in contact with another's genitals, they won't get an STD.","https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/can-i-get-an-std-even-from-receiving-oral-sex/articleshow/65321472.cms","9","https://timesofindia.indiatimes.com/topic/HIV/news/9","","","","Did you know that hookah might kill you sooner than the cigarette?"
"1543755363-1375","https://timesofindia.indiatimes.com/topic/HIV/news","Charlie Sheen hits back at ex over non-disclosure agreement
18 Jun 2018Actor Charlie Sheen has blasted a former girlfriend who accused him of forcing her to sign a non-disclosure agreement he was HIV-positive.","https://timesofindia.indiatimes.com/tv/news/english/charlie-sheen-hits-back-at-ex-over-non-disclosure-agreement/articleshow/64632792.cms","12","https://timesofindia.indiatimes.com/topic/HIV/news/12","","","","When Nick Cannon's son tricked him and got a dog home"
"1543754412-803","https://timesofindia.indiatimes.com/topic/HIV/news","HIV positive mother abandons 38-day-old baby at orphanage
01 Feb 2018","https://timesofindia.indiatimes.com/city/coimbatore/hiv-positive-mother-abandons-38-day-old-baby-at-orphanage/articleshow/62731436.cms","16","https://timesofindia.indiatimes.com/topic/HIV/news/16","","","","TN to execute Avinashi-Athikadavu project on its own, modifies plan"
"1543755407-1418","https://timesofindia.indiatimes.com/topic/HIV/news","State takes a leaf from ‘Udta Punjab’ for de-addiction ideas
23 Jun 2018","https://timesofindia.indiatimes.com/city/ahmedabad/state-takes-a-leaf-from-udta-punjab-for-de-addiction-ideas/articleshow/64705026.cms","11","https://timesofindia.indiatimes.com/topic/HIV/news/11","","","","Mallika Taneja’s Thoda Dhyan Se comes to Ahmedabad"
"1543754435-823","https://timesofindia.indiatimes.com/topic/HIV/news","HIV+ orphans to perform in Mumbai this weekend to raise funds for bus
07 Feb 2018","https://timesofindia.indiatimes.com/city/mumbai/hiv-orphans-to-perform-in-mumbai-this-weekend-to-raise-funds-for-bus/articleshow/62813532.cms","16","https://timesofindia.indiatimes.com/topic/HIV/news/16","","","","Rs 519 crore for MUTP III, terminus at Parel"
"1543754964-1125","https://timesofindia.indiatimes.com/topic/HIV/news","23 inmates in Gorakhpur jail found HIV positive
28 Feb 2018","https://timesofindia.indiatimes.com/city/lucknow/23-prisoners-found-hiv-positive-in-gorakhpur/articleshow/63103328.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754284-756","https://timesofindia.indiatimes.com/topic/HIV/news","After blood transfusion at government hospital, 6-year-old tests HIV+
13 Jan 2018The family found out about their child contracting HIV earlier this month after blood tests at Civil Hospital, Roorkee, where he was being treated for the blood disorder since August 2017, revealed the infection","https://timesofindia.indiatimes.com/city/dehradun/after-blood-transfusion-at-government-hospital-6-year-old-tests-hiv/articleshow/62478692.cms","17","https://timesofindia.indiatimes.com/topic/HIV/news/17","","","","Women’s panel felicitates 6 women"
"1543754803-994","https://timesofindia.indiatimes.com/topic/HIV/news","'No HIV' certificate more important than 'kundali' matching in UP's Prem Nagar
25 Feb 2018","https://timesofindia.indiatimes.com/city/kanpur/no-hiv-certificate-more-important-than-kundali-matching-in-ups-prem-nagar/articleshow/63066229.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","","","70-year-old man rapes minor in Jhansi"
"1543754851-1076","https://timesofindia.indiatimes.com/topic/HIV/news","Rajya Sabha passes bill to ensure rights of HIV and AIDS patients
21 Mar 2017The HIV and AIDS (Prevention and Control) Bill, 2014, aimed at ensuring equal rights while seeking treatment, education and job by people living with HIV, was passed by the Rajya Sabha on Tuesday.","https://timesofindia.indiatimes.com/india/rajya-sabha-passes-bill-to-ensure-rights-of-hiv-and-aids-patients/articleshow/57756483.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","","","Government to convene high-level meeting for disaster risk reduction"
"1543755485-1568","https://timesofindia.indiatimes.com/topic/HIV/news","The Supreme Court blames prohibition for STDs in gays. But what does the data say?
18 Jul 2018A benchmark statement has been given by the apex court.","https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/the-supreme-court-blames-prohibition-for-stds-in-gays-but-what-does-the-data-say/articleshow/65040384.cms","10","https://timesofindia.indiatimes.com/topic/HIV/news/10","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543753630-395","https://timesofindia.indiatimes.com/topic/HIV/news","Man found HIV positive, son sent to shelter home
22 Dec 2016A 6-year old child was sent to shelter home after his father aged 40, was found HIV positive on Wednesday. The father and son from West Bengal had recently come to Noida in search of a job.","https://timesofindia.indiatimes.com/city/noida/man-found-hiv-positive-son-sent-to-shelter-home/articleshow/56125758.cms","20","https://timesofindia.indiatimes.com/topic/HIV/news/20","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755419-1473","https://timesofindia.indiatimes.com/topic/HIV/news","Meet doctors in old Delhi who treat poor free of cost
01 Jul 2018","https://timesofindia.indiatimes.com/city/delhi/meet-doctors-in-old-delhi-who-treat-poor-free-of-cost/articleshow/64817038.cms","11","https://timesofindia.indiatimes.com/topic/HIV/news/11","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755618-1709","https://timesofindia.indiatimes.com/topic/HIV/news","Mettur dam full again, excess water released in Kollidam
12 Aug 2018","https://timesofindia.indiatimes.com/city/trichy/mettur-dam-full-again-excess-water-released-in-kollidam/articleshow/65370514.cms","9","https://timesofindia.indiatimes.com/topic/HIV/news/9","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755547-1653","https://timesofindia.indiatimes.com/topic/HIV/news","In Punjab, 4 samples in drug deaths tested positive each month
05 Aug 2018","https://timesofindia.indiatimes.com/city/chandigarh/in-punjab-4-samples-in-drug-deaths-tested-positive-each-month/articleshow/65275243.cms","10","https://timesofindia.indiatimes.com/topic/HIV/news/10","","","","‘Budget allocation not steered towards primary healthcare’"
"1543756665-1947","https://timesofindia.indiatimes.com/topic/HIV/news","RIP Prejudice: Now, they tell their story with pride
07 Sep 2018The Supreme Court on Thursday flung the 1860-colonial law that criminalised homosexuality and wrote a new freedom song for lakhs of members of the LGBT community. Freedom to love anyone, from fear of persecution…There are still many stern battles to be fought and won for LGBT rights, but voices are getting louder and stronger…","https://timesofindia.indiatimes.com/india/r-i-p-prejudice-now-they-tell-their-story-with-pride/articleshow/65713866.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755618-1727","https://timesofindia.indiatimes.com/topic/HIV/news","Mettur dam full again, excess water released in Kollidam
12 Aug 2018","https://timesofindia.indiatimes.com/city/trichy/mettur-dam-full-again-excess-water-released-in-kollidam/articleshow/65370514.cms","9","https://timesofindia.indiatimes.com/topic/HIV/news/9","","","","Thousands take holy dip on Aadi Ammavasai"
"1543753731-487","https://timesofindia.indiatimes.com/topic/HIV/news","No toilet, HIV+ people being stopped from open defecation
12 Feb 2018","https://timesofindia.indiatimes.com/india/no-toilet-hiv-people-being-stopped-from-open-defecation/articleshow/62878443.cms","19","https://timesofindia.indiatimes.com/topic/HIV/news/19","","","","Has laughter lost beneficial, medicinal value?"
"1543753613-357","https://timesofindia.indiatimes.com/topic/HIV/news","Case that changed HIV treatment forever
14 May 2017From being handcuffed and left to rot in an abandoned tuberculosis sanatorium to challenging the Goa Public Health Amendment Act, which called for mandatory isolation of HIV-positive persons, Dominic’s legal, medical and emotional journey irrevocably changed not only his own life but became a rallying cry in the struggle for equal rights to treatment and care for those with HIV in the country.","https://timesofindia.indiatimes.com/city/mumbai/case-that-changed-hiv-treatment-forever/articleshow/58664399.cms","20","https://timesofindia.indiatimes.com/topic/HIV/news/20","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543753919-538","https://timesofindia.indiatimes.com/topic/HIV/news","Mother-to-child HIV infection cases decline, shows study
30 Nov 2017","https://timesofindia.indiatimes.com/city/nashik/mother-to-child-hiv-infection-cases-decline-shows-study/articleshow/61871122.cms","19","https://timesofindia.indiatimes.com/topic/HIV/news/19","","","","Mother-to-child HIV infection cases decline, shows study"
"1543754851-1069","https://timesofindia.indiatimes.com/topic/HIV/news","Rajya Sabha passes bill to ensure rights of HIV and AIDS patients
21 Mar 2017The HIV and AIDS (Prevention and Control) Bill, 2014, aimed at ensuring equal rights while seeking treatment, education and job by people living with HIV, was passed by the Rajya Sabha on Tuesday.","https://timesofindia.indiatimes.com/india/rajya-sabha-passes-bill-to-ensure-rights-of-hiv-and-aids-patients/articleshow/57756483.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755511-1620","https://timesofindia.indiatimes.com/topic/HIV/news","Lok Sabha clears law to deal with human trafficking
26 Jul 2018Introducing the Trafficking of Persons (Prevention, Protection and Rehabilitation) Bill, 2018, in Lok Sabha, WCD minister Maneka Gandhi said the bill provided for attachment and confiscation of illicit assets born out of trafficking crimes.","https://timesofindia.indiatimes.com/india/lok-sabha-clears-law-to-deal-with-human-trafficking/articleshow/65156682.cms","10","https://timesofindia.indiatimes.com/topic/HIV/news/10","","","","Lok Sabha clears law to deal with human trafficking"
"1543758297-2064","https://timesofindia.indiatimes.com/topic/HIV/news","Karnataka has third highest number of HIV patients
15 Sep 2018","https://timesofindia.indiatimes.com/city/bengaluru/karnataka-has-third-highest-number-of-hiv-patients/articleshow/65816859.cms","7","https://timesofindia.indiatimes.com/topic/HIV/news/7","","","","Karnataka has third highest number of HIV patients"
"1543756665-1939","https://timesofindia.indiatimes.com/topic/HIV/news","RIP Prejudice: Now, they tell their story with pride
07 Sep 2018The Supreme Court on Thursday flung the 1860-colonial law that criminalised homosexuality and wrote a new freedom song for lakhs of members of the LGBT community. Freedom to love anyone, from fear of persecution…There are still many stern battles to be fought and won for LGBT rights, but voices are getting louder and stronger…","https://timesofindia.indiatimes.com/india/r-i-p-prejudice-now-they-tell-their-story-with-pride/articleshow/65713866.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543757982-2051","https://timesofindia.indiatimes.com/topic/HIV/news","Contest of one-min films aims to tackle HIV/AIDS stigma
30 Sep 2018","https://timesofindia.indiatimes.com/city/goa/contest-of-1-min-films-aims-to-tackle-hiv/aids-stigma/articleshow/66011435.cms","7","https://timesofindia.indiatimes.com/topic/HIV/news/7","","","","Contest of one-min films aims to tackle HIV/AIDS stigma"
"1543755442-1524","https://timesofindia.indiatimes.com/topic/HIV/news","Section 377: After long battle, it’ll be another fight for right to marry or adopt
11 Jul 2018","https://timesofindia.indiatimes.com/india/after-long-battle-itll-be-another-fight-for-right-to-marry-or-adopt/articleshow/64954252.cms","11","https://timesofindia.indiatimes.com/topic/HIV/news/11","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754399-795","https://timesofindia.indiatimes.com/topic/HIV/news","29,444 people living with HIV: K K Shylaja
23 May 2017Health minister K K Shylaja informed the House that there are 29,444 people living with HIV in the state.","https://timesofindia.indiatimes.com/city/thiruvananthapuram/29444-people-living-with-hiv-k-k-shylaja/articleshow/58798836.cms","16","https://timesofindia.indiatimes.com/topic/HIV/news/16","","","","Centre apprised of shortcomings in conduct of NEET, House told"
"1543758297-2065","https://timesofindia.indiatimes.com/topic/HIV/news","Karnataka has third highest number of HIV patients
15 Sep 2018","https://timesofindia.indiatimes.com/city/bengaluru/karnataka-has-third-highest-number-of-hiv-patients/articleshow/65816859.cms","7","https://timesofindia.indiatimes.com/topic/HIV/news/7","","","","Rain returns to Bengaluru, may stay for 2-3 days"
"1543756665-1923","https://timesofindia.indiatimes.com/topic/HIV/news","RIP Prejudice: Now, they tell their story with pride
07 Sep 2018The Supreme Court on Thursday flung the 1860-colonial law that criminalised homosexuality and wrote a new freedom song for lakhs of members of the LGBT community. Freedom to love anyone, from fear of persecution…There are still many stern battles to be fought and won for LGBT rights, but voices are getting louder and stronger…","https://timesofindia.indiatimes.com/india/r-i-p-prejudice-now-they-tell-their-story-with-pride/articleshow/65713866.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755568-1684","https://timesofindia.indiatimes.com/topic/HIV/news","Shiv Sena says quotas should go beyond 50 per cent limit
06 Aug 2018Participating in the debate on SC/ST (Protection of Atrocities) Bill, 2018, Shiv Sena MP Arwind Sawant said the government had brought a legilstation to restore ""dilution"" of the SC/ST Act following Supreme Court verdict.","https://timesofindia.indiatimes.com/india/shiv-sena-says-quotas-should-go-beyond-50-per-cent-limit/articleshow/65296321.cms","9","https://timesofindia.indiatimes.com/topic/HIV/news/9","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755493-1592","https://timesofindia.indiatimes.com/topic/HIV/news","Non-alcoholic liver disease emerges as a big worry; 1 in 5 may have it in some form
20 Jul 2018","https://timesofindia.indiatimes.com/city/mumbai/non-alcoholic-liver-disease-emerges-as-a-big-worry-1-in-5-may-have-it-in-some-form/articleshow/65062233.cms","10","https://timesofindia.indiatimes.com/topic/HIV/news/10","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754807-998","https://timesofindia.indiatimes.com/topic/HIV/news","Gujarat gets $2m project for HIV prevention and care
18 May 2018","https://timesofindia.indiatimes.com/city/ahmedabad/state-gets-2m-project-for-hiv-prevention-and-care/articleshow/64212783.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","","","At 44.3°C, Ahmedabad has its hottest day this summer"
"1543755385-1396","https://timesofindia.indiatimes.com/topic/HIV/news","Photo: House-hunt end signals start of an HIV+ dream
18 Jun 2018","https://timesofindia.indiatimes.com/city/kolkata/house-hunt-end-signals-start-of-an-hiv-dream/articleshow/64627679.cms","12","https://timesofindia.indiatimes.com/topic/HIV/news/12","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543756182-1833","https://timesofindia.indiatimes.com/topic/HIV/news","On medicines for 16 years, youth stresses on family support
03 Sep 2018","https://timesofindia.indiatimes.com/city/mumbai/on-medicines-for-16-years-youth-stresses-on-family-support/articleshow/65650623.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754005-620","https://timesofindia.indiatimes.com/topic/HIV/news","HIV, hepatitis combo drug norms eased
23 Mar 2017No clinical trials for urgent cases.","https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/hiv-hepatitis-combo-drug-norms-eased/articleshow/57787350.cms","18","https://timesofindia.indiatimes.com/topic/HIV/news/18","","","","You don't need irritating drops for eye test anymore"
"1543754533-887","https://timesofindia.indiatimes.com/topic/HIV/news","Mumbai lab will be hub of free viral load tests for HIV
13 Feb 2018","https://timesofindia.indiatimes.com/city/mumbai/city-lab-will-be-hub-of-free-viral-load-tests-for-hiv/articleshow/62891364.cms","16","https://timesofindia.indiatimes.com/topic/HIV/news/16","","","","Shiv Sena won’t protest Valentine's Day celebration"
"1543755312-1277","https://timesofindia.indiatimes.com/topic/HIV/news","25 with HIV at Kanpur ART centre
09 Feb 2018'Never Seen Such Big No. In One Case'","https://timesofindia.indiatimes.com/city/kanpur/25-with-hiv-at-kanpur-art-centre/articleshow/62849442.cms","13","https://timesofindia.indiatimes.com/topic/HIV/news/13","","","","Noida shooting not an encounter: UP DGP"
"1543756544-1898","https://timesofindia.indiatimes.com/topic/HIV/news","UN chief welcomes SC decision to decriminalise gay sex
06 Sep 2018","https://timesofindia.indiatimes.com/india/un-chief-welcomes-sc-decision-to-decriminalise-gay-sex/articleshow/65710487.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","","","UN chief welcomes SC decision to decriminalise gay sex"
"1543755472-1551","https://timesofindia.indiatimes.com/topic/HIV/news","Devices, disposables & consumables may enter essential medicines list
13 Jul 2018","https://timesofindia.indiatimes.com/india/devices-disposables-consumables-may-enter-essential-medicines-list/articleshow/64982410.cms","11","https://timesofindia.indiatimes.com/topic/HIV/news/11","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543753817-526","https://timesofindia.indiatimes.com/topic/HIV/news","HIV-infected kids being cured by traditional medicines: Former min
30 Nov 2017","https://timesofindia.indiatimes.com/city/mysuru/hiv-infected-kids-being-cured-by-traditional-medicines-former-min/articleshow/61854854.cms","19","https://timesofindia.indiatimes.com/topic/HIV/news/19","","","","Mysuru Winter Festival planned to attract tourists during X’Mas"
"1543755211-1250","https://timesofindia.indiatimes.com/topic/HIV/news","HIV+ dream starts brewing from Jodhpur Park address
15 Jul 2018","https://timesofindia.indiatimes.com/city/kolkata/hiv-dream-starts-brewing-from-jodhpur-park-address/articleshow/64994192.cms","13","https://timesofindia.indiatimes.com/topic/HIV/news/13","","","","HIV+ dream starts brewing from Jodhpur Park address"
"1543755547-1655","https://timesofindia.indiatimes.com/topic/HIV/news","In Punjab, 4 samples in drug deaths tested positive each month
05 Aug 2018","https://timesofindia.indiatimes.com/city/chandigarh/in-punjab-4-samples-in-drug-deaths-tested-positive-each-month/articleshow/65275243.cms","10","https://timesofindia.indiatimes.com/topic/HIV/news/10","","","","CHB residents hold 2nd weekly open house"
"1543754415-807","https://timesofindia.indiatimes.com/topic/HIV/news","An ‘Austrian home’ for children with HIV/AIDS
08 Oct 2017","https://timesofindia.indiatimes.com/city/jaipur/an-austrian-home-for-children-with-hiv/aids/articleshow/60988763.cms","16","https://timesofindia.indiatimes.com/topic/HIV/news/16","","","","Forced to flee, Manganiyars refuse to return to Jaisalmer village"
"1543755525-1633","https://timesofindia.indiatimes.com/topic/HIV/news","38 youth from Ludhiana shun drugs, families thank MP Bittu
04 Aug 2018","https://timesofindia.indiatimes.com/city/ludhiana/38-youth-from-ludhiana-shun-drugs-families-thank-mp-bittu/articleshow/65274188.cms","10","https://timesofindia.indiatimes.com/topic/HIV/news/10","","","","Barnala police cracks Himanshu Dania murder case"
"1543755159-1223","https://timesofindia.indiatimes.com/topic/HIV/news","No dengue, malaria deaths in Telangana, shows report
26 Apr 2018","https://timesofindia.indiatimes.com/city/hyderabad/no-dengue-malaria-deaths-in-telangana-shows-report/articleshow/63921417.cms","13","https://timesofindia.indiatimes.com/topic/HIV/news/13","","","","Revival of realty in Hyderabad? HMDA auction rakes in Rs 352 crore revenue from plots"
"1543755606-1695","https://timesofindia.indiatimes.com/topic/HIV/news","Stigma of HIV makes people quit UP villages
10 Feb 2018","https://timesofindia.indiatimes.com/city/lucknow/stigma-of-hiv-makes-people-quit-up-villages/articleshow/62858308.cms","9","https://timesofindia.indiatimes.com/topic/HIV/news/9","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754952-1102","https://timesofindia.indiatimes.com/topic/HIV/news","‘Challenge is to get HIV+ cases to zero’
02 Dec 2017","https://timesofindia.indiatimes.com/city/goa/challenge-is-to-get-hiv-cases-to-zero/articleshow/61886761.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","","","‘Challenge is to get HIV+ cases to zero’"
"1543754157-660","https://timesofindia.indiatimes.com/topic/HIV/news","HIV stigma keeps off students from aganwadi
29 Nov 2017","https://timesofindia.indiatimes.com/city/thiruvananthapuram/hiv-stigma-keeps-off-students-from-aganwadi/articleshow/61843795.cms","17","https://timesofindia.indiatimes.com/topic/HIV/news/17","","","","Jacob Thomas faces action for his autobiography"
"1543755427-1490","https://timesofindia.indiatimes.com/topic/HIV/news","Counselling centre for mental health patients to be set up at Meerut district hospital
06 Jul 2018","https://timesofindia.indiatimes.com/city/meerut/counselling-centre-for-mental-health-patients-to-be-set-up-at-meerut-dist-hosp/articleshow/64875675.cms","11","https://timesofindia.indiatimes.com/topic/HIV/news/11","","","","Sixty four distillery units in Uttar Pradesh face closure notice"
"1543754325-764","https://timesofindia.indiatimes.com/topic/HIV/news","Charlie Sheen: Struggled with borderline dementia
07 May 2017Actor Charlie Sheen said he suffered from borderline dementia when he used a combination of drugs to manage the effects of HIV.","https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/charlie-sheeni-struggled-with-borderline-dementia/articleshow/58560011.cms","17","https://timesofindia.indiatimes.com/topic/HIV/news/17","","","","Samuel L Jackson asked Larson to cast him in 'Unicorn Store'"
